path,orig,res,norm_orig,norm_res,status,denorm_res,word_diff
4403,ditte larsen har fått wallraffpriset för att hon lekt snubbe i ett år,Det är ju vad jag tvingas göra jämt för att överhuvudtaget ta mig fram i det här kymiga manssamhället.,ditte larsen har fått wallraffpriset för att hon lekt snubbe i ett år,det är ju vad jag tvingas göra jämt för att överhuvudtaget ta mig fram i det här kymiga manssamhället,hard_mismatch,Det är ju vad jag tvingas göra jämt för att överhuvudtaget ta mig fram i det här kymiga manssamhället.,16
1588,den sjätte juni nittonhundra nittio sattes fyrahundra nittiofem kronor och sextiotre öre in på kontot,Den 6 juni 1990 sattes 495 kronor och 63 öre in på kontot.,den sjätte juni nittonhundra nittio sattes fyrahundra nittiofem kronor och sextiotre öre in på kontot,den sex juni nittonhundra niohundranittio sattes fyrahundranittiofem kronor och sextiotre öre in på kontot,hard_mismatch,Den sex juni nittonhundra niohundranittio sattes fyrahundranittiofem kronor och sextiotre öre in på kontot.,4
5014,europa är på väg ifatt usa enligt konsultjätten andersen consulting,Systemet används redan i Danmark.,europa är på väg ifatt usa enligt konsultjätten andersen consulting,systemet används redan i danmark,hard_mismatch,Systemet används redan i Danmark.,10
5091,om så är fallet är testet lyckat,Texas Instrument,om så är fallet är testet lyckat,texas instrument,hard_mismatch,Texas Instrument,7
5230,men det räcker inte,"Det är av överordnad nationell betydelse att bevara svenska, norska, danska, isländska och finska som bruksspråk på alla områden inom samfundet.",men det räcker inte,det är av överordnad nationell betydelse att bevara svenska norska danska isländska och finska som bruksspråk på alla områden inom samfundet,hard_mismatch,"Det är av överordnad nationell betydelse att bevara svenska, norska, danska, isländska och finska som bruksspråk på alla områden inom samfundet.",21
1673,du vill föra över åttatusen etthundra trettioåtta kronor och fyra öre från ditt sparkonto till konto tio trettiofyra streck tre,"Du vill föra över 8138,04 kr från ditt sparkonto till konto 1034-3.",du vill föra över åttatusen etthundra trettioåtta kronor och fyra öre från ditt sparkonto till konto tio trettiofyra streck tre,du vill föra över 8138fyra kr från ditt sparkonto till konto nittonhundra trettiofyratre,hard_mismatch,"Du vill föra över 8138,fyra kr från ditt sparkonto till konto nittonhundra trettiofyra-tre.",11
5127,nyheten är att vi lägger mer vikt vid detta tänkande än tidigare,SDP erbjuds som ett paket med utvecklingsverktyg.,nyheten är att vi lägger mer vikt vid detta tänkande än tidigare,sdp erbjuds som ett paket med utvecklingsverktyg,hard_mismatch,SDP erbjuds som ett paket med utvecklingsverktyg.,12
4476,det är ingen idé att knyta armarna över bröstet och beklaga att människor inte är intresserade av politiken,Men vi måste ta människor runt om i samhället på allvar.,det är ingen idé att knyta armarna över bröstet och beklaga att människor inte är intresserade av politiken,men vi måste ta människor runt om i samhället på allvar,hard_mismatch,Men vi måste ta människor runt om i samhället på allvar.,18
4935,science aims,Finland ska försöka bygga en gemensam lösning på tjänstemannanivå.,science aims,finland ska försöka bygga en gemensam lösning på tjänstemannanivå,hard_mismatch,Finland ska försöka bygga en gemensam lösning på tjänstemannanivå.,9
4198,bland annat direktiven om kemiska risker om cancerframkallande ämnen och om byggnadsställningar,Även överlåtelsedirektivet ska revideras färdigt.,bland annat direktiven om kemiska risker om cancerframkallande ämnen och om byggnadsställningar,även överlåtelsedirektivet ska revideras färdigt,hard_mismatch,Även överlåtelsedirektivet ska revideras färdigt.,12
4772,persson ekonomichef på sendit,Stockholm har planen hela tiden varit att sälja den vidare.,persson ekonomichef på sendit,stockholm har planen hela tiden varit att sälja den vidare,hard_mismatch,Stockholm har planen hela tiden varit att sälja den vidare.,10
4415,i samarbete med vägverket förbättrades en dålig väg,Mitt i byn byggdes nya bostäder.,i samarbete med vägverket förbättrades en dålig väg,mitt i byn byggdes nya bostäder,hard_mismatch,Mitt i byn byggdes nya bostäder.,8
4242,fastighetsskatten är speciellt olustig genom att människor inte kan påverka den utom i vissa fall,Den som sköter sitt hus väl råkar i regel ut för ännu högre taxeringsvärden och därmed högre skatt.,fastighetsskatten är speciellt olustig genom att människor inte kan påverka den utom i vissa fall,den som sköter sitt hus väl råkar i regel ut för ännu högre taxeringsvärden och därmed högre skatt,hard_mismatch,Den som sköter sitt hus väl råkar i regel ut för ännu högre taxeringsvärden och därmed högre skatt.,18
1656,du vill föra över fyra miljoner fyrahundra femtiotusen niohundra sextiofem kronor från ditt lönekonto till ditt lönekonto,Du vill föra över 4 450 965 kronor från ditt lönekonto till ditt lönekonto.,du vill föra över fyra miljoner fyrahundra femtiotusen niohundra sextiofem kronor från ditt lönekonto till ditt lönekonto,du vill föra över fyra fyrahundrafemtio niohundrasextiofem kronor från ditt lönekonto till ditt lönekonto,hard_mismatch,Du vill föra över fyra fyrahundrafemtio niohundrasextiofem kronor från ditt lönekonto till ditt lönekonto.,5
4311,vi ska nu gissa vem som bor här,En höginkomsttagare kan man väl våga sig på att tippa eftersom hyresavierna lär ge posttraumatiska stresssymptom.,vi ska nu gissa vem som bor här,en höginkomsttagare kan man väl våga sig på att tippa eftersom hyresavierna lär ge posttraumatiska stresssymptom,hard_mismatch,En höginkomsttagare kan man väl våga sig på att tippa eftersom hyresavierna lär ge posttraumatiska stresssymptom.,16
4357,mannen växer,Samtidigt krymper babyn tynar bort.,mannen växer,samtidigt krymper babyn tynar bort,hard_mismatch,Samtidigt krymper babyn tynar bort.,5
4503,man kan själv besluta om de villkor som är viktiga för människorna i ett område eller en bygd,"Lokalbefolkningen har kontrollen över sin egen postservice, apotekservice, godsservice, teleservice med mera.",man kan själv besluta om de villkor som är viktiga för människorna i ett område eller en bygd,lokalbefolkningen har kontrollen över sin egen postservice apotekservice godsservice teleservice med mera,hard_mismatch,"Lokalbefolkningen har kontrollen över sin egen postservice, apotekservice, godsservice, teleservice med mera.",18
5132,ett exempel är business objects som levererar analysverktyg,Pris och tillgänglighet är inte kända ännu.,ett exempel är business objects som levererar analysverktyg,pris och tillgänglighet är inte kända ännu,hard_mismatch,Pris och tillgänglighet är inte kända ännu.,8
4337,under de kyska perioderna vill säga,Visst är det något med atmosfären också.,under de kyska perioderna vill säga,visst är det något med atmosfären också,hard_mismatch,Visst är det något med atmosfären också.,7
4189,satsa på medborgarnära frågor som utbildning sysselsättning konsumentskydd och öppenhet,Det är fältropen för vårens brittiska EU-ordförandeskap.,satsa på medborgarnära frågor som utbildning sysselsättning konsumentskydd och öppenhet,det är fältropen för vårens brittiska euordförandeskap,hard_mismatch,Det är fältropen för vårens brittiska EU-ordförandeskap.,10
4501,vår vision är en vision av ett sverige där utvecklingen vänder,"Ett land där regioner, bygder och människor blir herrar i sitt eget hus.",vår vision är en vision av ett sverige där utvecklingen vänder,ett land där regioner bygder och människor blir herrar i sitt eget hus,hard_mismatch,"Ett land där regioner, bygder och människor blir herrar i sitt eget hus.",13
5049,företaget ska drivas vidare som en fristående enhet,Dessutom är den en aningen snabbare än tidigare versioner.,företaget ska drivas vidare som en fristående enhet,dessutom är den en aningen snabbare än tidigare versioner,hard_mismatch,Dessutom är den en aningen snabbare än tidigare versioner.,9
5012,undersökningen visar även hur kunderna hittar till webbplatserna,"Brownlee Thomas, analytiker på Giga Information Group",undersökningen visar även hur kunderna hittar till webbplatserna,brownlee thomas analytiker på giga information group,hard_mismatch,"Brownlee Thomas, analytiker på Giga Information Group",8
4982,flera uppköp kan också bli aktuella,På datainspektionen är man medveten om att lagen är föråldrad.,flera uppköp kan också bli aktuella,på datainspektionen är man medveten om att lagen är föråldrad,hard_mismatch,På datainspektionen är man medveten om att lagen är föråldrad.,10
1611,den trettioförsta juli tjugohundra femton togs åttahundra trettiosex kronor och trettio öre ut från kontot,Den 31 juli 2015 togs 836 kronor och 30 öre ut från kontot.,den trettioförsta juli tjugohundra femton togs åttahundra trettiosex kronor och trettio öre ut från kontot,den trettioett juli 2015 togs åttahundratrettiosex kronor och trettio öre ut från kontot,hard_mismatch,Den trettioett juli 2015 togs åttahundratrettiosex kronor och trettio öre ut från kontot.,5
4222,för det första den är orättvis därför att den drabbar lika hus olika,"För det andra, den är orättfärdig för att den är så hög.",för det första den är orättvis därför att den drabbar lika hus olika,för det andra den är orättfärdig för att den är så hög,hard_mismatch,"För det andra, den är orättfärdig för att den är så hög.",7
4383,hon suckar djupt,Klockan är sju och det är nyheter.,hon suckar djupt,klockan är sju och det är nyheter,hard_mismatch,Klockan är sju och det är nyheter.,7
1729,saldot på kontot är tvåhundra sjuttioåtta kronor och åttiofyra öre,"Saldot på kontot är 278,84 kronor.",saldot på kontot är tvåhundra sjuttioåtta kronor och åttiofyra öre,saldot på kontot är tvåhundrasjuttioåttaåttiofyra kronor,hard_mismatch,"Saldot på kontot är tvåhundrasjuttioåtta,åttiofyra kronor.",5
4420,så blev kalv en framtidsbygd,I Kalv såg man risken att hembygden skulle förvandlas till en utdöinge byggd.,så blev kalv en framtidsbygd,i kalv såg man risken att hembygden skulle förvandlas till en utdöinge byggd,hard_mismatch,I Kalv såg man risken att hembygden skulle förvandlas till en utdöinge byggd.,12
4427,vi ser den katastrofala avfolkningen som pågår i stora delar av vårt land,Vi har varit med om år av ekonomisk tillbakagång eller stillastående som så småningom inneburit nedskärningar.,vi ser den katastrofala avfolkningen som pågår i stora delar av vårt land,vi har varit med om år av ekonomisk tillbakagång eller stillastående som så småningom inneburit nedskärningar,hard_mismatch,Vi har varit med om år av ekonomisk tillbakagång eller stillastående som så småningom inneburit nedskärningar.,15
1233,alla med en något så när lång hyresboendekarriär bakom sig vet att de finns,Alla med något sådär lång hyresboendekarriär bakom sig vet att de finns.,alla med en något så när lång hyresboendekarriär bakom sig vet att de finns,alla med något sådär lång hyresboendekarriär bakom sig vet att de finns,hard_mismatch,Alla med något sådär lång hyresboendekarriär bakom sig vet att de finns.,3
1636,du kan välja mellan följande saldouppgift kontoutdrag eller överföring,"Du kan välja mellan följande, sald och uppgift, kontoutdrag eller överföring.",du kan välja mellan följande saldouppgift kontoutdrag eller överföring,du kan välja mellan följande sald och uppgift kontoutdrag eller överföring,hard_mismatch,"Du kan välja mellan följande, sald och uppgift, kontoutdrag eller överföring.",3
4892,det innebär att vi alltid har en kudde i investeringarna,Överföringen mellan kamera och dator är ytterligare en Achilleshäl.,det innebär att vi alltid har en kudde i investeringarna,överföringen mellan kamera och dator är ytterligare en achilleshäl,hard_mismatch,Överföringen mellan kamera och dator är ytterligare en Achilleshäl.,10
4969,naturvårdsverket och delar av försvarsmakten i flera timmar,One World med teckenbaserat gränssnitt,naturvårdsverket och delar av försvarsmakten i flera timmar,one world med teckenbaserat gränssnitt,hard_mismatch,One World med teckenbaserat gränssnitt,8
4350,wenke drömmer,I början är det banalt.,wenke drömmer,i början är det banalt,hard_mismatch,I början är det banalt.,5
4327,ålder,Låt oss svepa över möblemanget.,ålder,låt oss svepa över möblemanget,hard_mismatch,Låt oss svepa över möblemanget.,5
4378,men inte ur bröstet,Blodet väller ur undlivet.,men inte ur bröstet,blodet väller ur undlivet,hard_mismatch,Blodet väller ur undlivet.,3
4579,som vilhelminabor är vi stolta och glada över den skog som faktiskt finns kvar idag och som är av så högt naturvärde,Varför inte utnyttja resurserna som turismkälla istället för att hänsynslöst avverka för att tillgodose delägarnas ekonomiska intresse?,som vilhelminabor är vi stolta och glada över den skog som faktiskt finns kvar idag och som är av så högt naturvärde,varför inte utnyttja resurserna som turismkälla istället för att hänsynslöst avverka för att tillgodose delägarnas ekonomiska intresse,hard_mismatch,Varför inte utnyttja resurserna som turismkälla istället för att hänsynslöst avverka för att tillgodose delägarnas ekonomiska intresse?,22
5275,sjukvårdsbiträden hembiträden lärare en kyrkvaktmästare en dagisfröken en bussförare en elvabarnsmamma en chefssekreterare och många fler,"Det gäller både konst, arkitektur, litteratur, musik, filosofi och vetenskap.",sjukvårdsbiträden hembiträden lärare en kyrkvaktmästare en dagisfröken en bussförare en elvabarnsmamma en chefssekreterare och många fler,det gäller både konst arkitektur litteratur musik filosofi och vetenskap,hard_mismatch,"Det gäller både konst, arkitektur, litteratur, musik, filosofi och vetenskap.",15
4160,huset hade varit en sagovärld befolkad av mytologiska figurer och till alla dessa myter fogades den om pappas rikedom,Det hade blivit byggboom och alla ropade efter virke. Sågen växte och fram flöt en massa plank hämtade från roslagen skogar.,huset hade varit en sagovärld befolkad av mytologiska figurer och till alla dessa myter fogades den om pappas rikedom,det hade blivit byggboom och alla ropade efter virke sågen växte och fram flöt en massa plank hämtade från roslagen skogar,hard_mismatch,Det hade blivit byggboom och alla ropade efter virke. Sågen växte och fram flöt en massa plank hämtade från roslagen skogar.,19
4510,tiden går väl särskilt fort för den som blivit ny minister i en socialdemokratisk regering,När han hörde om våra krav tyckte Björn Rosengren att de var värda att fundera över.,tiden går väl särskilt fort för den som blivit ny minister i en socialdemokratisk regering,när han hörde om våra krav tyckte björn rosengren att de var värda att fundera över,hard_mismatch,När han hörde om våra krav tyckte Björn Rosengren att de var värda att fundera över.,16
1575,den första augusti nittonhundra åttiofem togs åttahundra sextiosju kronor och tjugosju öre ut från kontot,Den 1 augusti 1985 togs 867 kronor och 27 öre ut från kontot.,den första augusti nittonhundra åttiofem togs åttahundra sextiosju kronor och tjugosju öre ut från kontot,den ett augusti nittonhundra niohundraåttiofem togs åttahundrasextiosju kronor och tjugosju öre ut från kontot,hard_mismatch,Den ett augusti nittonhundra niohundraåttiofem togs åttahundrasextiosju kronor och tjugosju öre ut från kontot.,4
5173,vi är mycket förvånade,"Vi jobbar inte så mycket med internet, inte just nu i alla fall.",vi är mycket förvånade,vi jobbar inte så mycket med internet inte just nu i alla fall,hard_mismatch,"Vi jobbar inte så mycket med internet, inte just nu i alla fall.",11
4132,dom är inte kloka sade clara,"De är inte kloka, sa det Klara.",dom är inte kloka sade clara,de är inte kloka sa det klara,hard_mismatch,"De är inte kloka, sa det Klara.",4
4778,han kommer närmast från secus data,Systems motsvarar kapacitetsmässigt fyra äldre modeller.,han kommer närmast från secus data,systems motsvarar kapacitetsmässigt fyra äldre modeller,hard_mismatch,Systems motsvarar kapacitetsmässigt fyra äldre modeller.,6
4945,computer sweden gjort,Det är inte så lätt att vara kossör.,computer sweden gjort,det är inte så lätt att vara kossör,hard_mismatch,Det är inte så lätt att vara kossör.,8
1734,sextiosextusen femhundra sextioåtta kronor har förts över från ditt personkonto till konto fyrtioåtta sextiotre tjugofem streck etthundra nitton,66 568 kronor har förts över från ditt personkonto till konto 48 63 25 119.,sextiosextusen femhundra sextioåtta kronor har förts över från ditt personkonto till konto fyrtioåtta sextiotre tjugofem streck etthundra nitton,sextiosex femhundrasextioåtta kronor har förts över från ditt personkonto till konto fyrtioåtta sextiotre tjugofem etthundranitton,hard_mismatch,sextiosex femhundrasextioåtta kronor har förts över från ditt personkonto till konto fyrtioåtta sextiotre tjugofem etthundranitton.,6
5150,inte så farligt,Ta reda på vad användaren vill ha webbplatsen till.,inte så farligt,ta reda på vad användaren vill ha webbplatsen till,hard_mismatch,Ta reda på vad användaren vill ha webbplatsen till.,9
2320,godafton godafton,"God afton, god afton",godafton godafton,god afton god afton,hard_mismatch,"God afton, god afton",4
1683,femhundra femtioåttatusen sjuhundra sextioåtta kronor har förts över från konto trehundra åttiofem streck sextioett till ditt personkonto,558 768 kronor har förts över från konto 385-61 till ditt personkonto.,femhundra femtioåttatusen sjuhundra sextioåtta kronor har förts över från konto trehundra åttiofem streck sextioett till ditt personkonto,femhundrafemtioåtta sjuhundrasextioåtta kronor har förts över från konto trehundraåttiofemsextioett till ditt personkonto,hard_mismatch,femhundrafemtioåtta sjuhundrasextioåtta kronor har förts över från konto trehundraåttiofem-sextioett till ditt personkonto.,8
4884,de nya korten introduceras nu samtidigt i hela eu,"Andersson, teknikstabschef på Volvo Data.",de nya korten introduceras nu samtidigt i hela eu,andersson teknikstabschef på volvo data,hard_mismatch,"Andersson, teknikstabschef på Volvo Data.",9
1712,nittioniotusen niohundra en kronor har förts över från ditt lönekonto till konto åttiofyra femtiotre tjugotre streck sexton etthundra sextiotre,99 901 kronor har förts över från ditt lönekonto till konto 84 53 23 16 163.,nittioniotusen niohundra en kronor har förts över från ditt lönekonto till konto åttiofyra femtiotre tjugotre streck sexton etthundra sextiotre,nittionio niohundraett kronor har förts över från ditt lönekonto till konto åttiofyra femtiotre tjugotre sexton etthundrasextiotre,hard_mismatch,nittionio niohundraett kronor har förts över från ditt lönekonto till konto åttiofyra femtiotre tjugotre sexton etthundrasextiotre.,6
5071,hon gråter och önskar att hon grät på samma sätt i politiken,Elisabeth Järrestrand,hon gråter och önskar att hon grät på samma sätt i politiken,elisabeth järrestrand,hard_mismatch,Elisabeth Järrestrand,12
1802,vill du överföra femhundra femtiosju kronor och femtiosju öre från konto sjuttio femtioåtta trettiotvå streck femtiofyra nittiotvå till ditt personkonto,Vill du överföra 557 kronor och 57 öre från konto 70 58 32-54 92 till ditt personkonto?,vill du överföra femhundra femtiosju kronor och femtiosju öre från konto sjuttio femtioåtta trettiotvå streck femtiofyra nittiotvå till ditt personkonto,vill du överföra femhundrafemtiosju kronor och femtiosju öre från konto sjuttio femtioåtta trettiotvåfemtiofyra nittiotvå till ditt personkonto,hard_mismatch,Vill du överföra femhundrafemtiosju kronor och femtiosju öre från konto sjuttio femtioåtta trettiotvå-femtiofyra nittiotvå till ditt personkonto?,5
4710,ola thorén,Pricers finansieringsplan spruckit.,ola thorén,pricers finansieringsplan spruckit,hard_mismatch,Pricers finansieringsplan spruckit.,3
5039,svensson har oftast rätt och vet om det,Det kommer inte bara att bli SAP.,svensson har oftast rätt och vet om det,det kommer inte bara att bli sap,hard_mismatch,Det kommer inte bara att bli SAP.,8
4174,de svenska facken är inte hundraprocentigt nöjda med eus nya grundlag,Främst vad gäller en klar fördragsgaranti för de grundläggande fackliga rättigheterna.,de svenska facken är inte hundraprocentigt nöjda med eus nya grundlag,främst vad gäller en klar fördragsgaranti för de grundläggande fackliga rättigheterna,hard_mismatch,Främst vad gäller en klar fördragsgaranti för de grundläggande fackliga rättigheterna.,11
5095,plus stödjer den amerikanska datajätten,Gemensamt för alla är att de saknar rörliga delar.,plus stödjer den amerikanska datajätten,gemensamt för alla är att de saknar rörliga delar,hard_mismatch,Gemensamt för alla är att de saknar rörliga delar.,9
1760,tretusen trehundra fyrtioåtta kronor och fjorton öre har förts över från ditt lönekonto till konto sjuttiofyra niohundra sju streck åttahundra trettio,3348 kronor och 14 öre har förts över från ditt lönekonto till konto 74 907 830.,tretusen trehundra fyrtioåtta kronor och fjorton öre har förts över från ditt lönekonto till konto sjuttiofyra niohundra sju streck åttahundra trettio,3348 kronor och fjorton öre har förts över från ditt lönekonto till konto sjuttiofyra niohundrasju åttahundratrettio,hard_mismatch,3348 kronor och fjorton öre har förts över från ditt lönekonto till konto sjuttiofyra niohundrasju åttahundratrettio.,8
4655,tänk dig att du ska sätta upp en skylt som håller igenom minst en istid och som ska förstås av den som ser den,"Tänk dig att du ska tala om för dem att det under marken ligger något oerhört farligt, något som kan förgifta och döda dem.",tänk dig att du ska sätta upp en skylt som håller igenom minst en istid och som ska förstås av den som ser den,tänk dig att du ska tala om för dem att det under marken ligger något oerhört farligt något som kan förgifta och döda dem,hard_mismatch,"Tänk dig att du ska tala om för dem att det under marken ligger något oerhört farligt, något som kan förgifta och döda dem.",19
4947,onödig utgift,Stort intresse från Linux-utvecklare anges som orsak.,onödig utgift,stort intresse från linuxutvecklare anges som orsak,hard_mismatch,Stort intresse från Linux-utvecklare anges som orsak.,7
1763,tvåhundra sextiotusen tvåhundra sextiofyra kronor har förts över från ditt personkonto till konto trettionio nollåtta sjuttioåtta streck sextioett sexhundra arton,260 264 kronor har förts över från ditt personkonto till konto 39 08 78-61 618.,tvåhundra sextiotusen tvåhundra sextiofyra kronor har förts över från ditt personkonto till konto trettionio nollåtta sjuttioåtta streck sextioett sexhundra arton,tvåhundrasextio tvåhundrasextiofyra kronor har förts över från ditt personkonto till konto trettionio åtta sjuttioåttasextioett sexhundraarton,hard_mismatch,tvåhundrasextio tvåhundrasextiofyra kronor har förts över från ditt personkonto till konto trettionio åtta sjuttioåtta-sextioett sexhundraarton.,10
4801,även serverpaketet suitespot släpps samtidigt i en ny version,Jag bidrar min tid.,även serverpaketet suitespot släpps samtidigt i en ny version,jag bidrar min tid,hard_mismatch,Jag bidrar min tid.,9
4486,låt tanken växa vidare också när det gäller det europeiska samarbetet,Och då menar jag ett samarbete som vartefter utvecklas till att gälla hela Europa.,låt tanken växa vidare också när det gäller det europeiska samarbetet,och då menar jag ett samarbete som vartefter utvecklas till att gälla hela europa,hard_mismatch,Och då menar jag ett samarbete som vartefter utvecklas till att gälla hela Europa.,14
4958,telia att satsa hårdare på snabb kommunikation,Information Highways vd Göran Vågström vid torsdagens presskonferens.,telia att satsa hårdare på snabb kommunikation,information highways vd göran vågström vid torsdagens presskonferens,hard_mismatch,Information Highways vd Göran Vågström vid torsdagens presskonferens.,8
4456,det står ju för något när socialdemokraterna nu vänder sig till just schymanismen,Vi måste föra samhället till uppgiften att skapa.,det står ju för något när socialdemokraterna nu vänder sig till just schymanismen,vi måste föra samhället till uppgiften att skapa,hard_mismatch,Vi måste föra samhället till uppgiften att skapa.,13
4799,det är ju sjukt,"Yvonne Mattsson, affärsutvecklare på Multimed.",det är ju sjukt,yvonne mattsson affärsutvecklare på multimed,hard_mismatch,"Yvonne Mattsson, affärsutvecklare på Multimed.",5
5270,ät mycket färsk frukt och grönsaker fullkornsbröd ris pasta fisk och kyckling,"Det blev metallkrokar för paraplyer, grönsaker, tidningar, pennor, brev, ja allt möjligt.",ät mycket färsk frukt och grönsaker fullkornsbröd ris pasta fisk och kyckling,det blev metallkrokar för paraplyer grönsaker tidningar pennor brev ja allt möjligt,hard_mismatch,"Det blev metallkrokar för paraplyer, grönsaker, tidningar, pennor, brev, ja allt möjligt.",11
1572,den fjortonde september nittonhundra nittioåtta fördes etttusen niohundra elva kronor och sjutton öre ut från kontot,Den 14 september 1998 fördes 1911 kronor och 17 öre ut från kontot.,den fjortonde september nittonhundra nittioåtta fördes etttusen niohundra elva kronor och sjutton öre ut från kontot,den fjorton september nittonhundra niohundranittioåtta fördes nittonhundra niohundraelva kronor och sjutton öre ut från kontot,hard_mismatch,Den fjorton september nittonhundra niohundranittioåtta fördes nittonhundra niohundraelva kronor och sjutton öre ut från kontot.,5
4965,också fastighetsskatten är förmånlig,Den andra sidan är en organisation som bygger på tradition.,också fastighetsskatten är förmånlig,den andra sidan är en organisation som bygger på tradition,hard_mismatch,Den andra sidan är en organisation som bygger på tradition.,9
2556,stockholms skärgård i sommarskrud med salt sol vind och seglande vänner ser olle adolphson alltsedan barnsben som en oöverträffad latitud,"Stockholms skärgård i sommars grud med salt, sol, vind och seglande vänner ser Olof Adolfsson allt sedan barnsben som en oöverträffad latitud.",stockholms skärgård i sommarskrud med salt sol vind och seglande vänner ser olle adolphson alltsedan barnsben som en oöverträffad latitud,stockholms skärgård i sommars grud med salt sol vind och seglande vänner ser olof adolfsson allt sedan barnsben som en oöverträffad latitud,hard_mismatch,"Stockholms skärgård i sommars grud med salt, sol, vind och seglande vänner ser Olof Adolfsson allt sedan barnsben som en oöverträffad latitud.",6
5182,om man inte som på sj går motsatt väg,Nu hårdnar nämligen motståndet.,om man inte som på sj går motsatt väg,nu hårdnar nämligen motståndet,hard_mismatch,Nu hårdnar nämligen motståndet.,9
4977,ett stort problem för bbv är hanteringen av decimaler,"Således väljer det just nu Unix, spekulerar Magnus Wester.",ett stort problem för bbv är hanteringen av decimaler,således väljer det just nu unix spekulerar magnus wester,hard_mismatch,"Således väljer det just nu Unix, spekulerar Magnus Wester.",9
5252,kanske är det därför stockholm inte har någon levande och gränsöverskridande afrikansk scen för musik dans teater konst poesi litteratur föredrag debatt och matlagningskonst,"Man kan samla på frimärken, suddgummin, bokmärken, skivor, tändstiksaskar, vykort, autografer.",kanske är det därför stockholm inte har någon levande och gränsöverskridande afrikansk scen för musik dans teater konst poesi litteratur föredrag debatt och matlagningskonst,man kan samla på frimärken suddgummin bokmärken skivor tändstiksaskar vykort autografer,hard_mismatch,"Man kan samla på frimärken, suddgummin, bokmärken, skivor, tändstiksaskar, vykort, autografer.",24
4240,fastighetsskatten är skatt som slår hårt mot enskilda och familjers ekonomier,Mot bakgrund av de stundande höjda omräkningstalen är det emellertid viktigt att Moderaterna prioriterar en sänkning av fastighetsskatten ännu hårdare.,fastighetsskatten är skatt som slår hårt mot enskilda och familjers ekonomier,mot bakgrund av de stundande höjda omräkningstalen är det emellertid viktigt att moderaterna prioriterar en sänkning av fastighetsskatten ännu hårdare,hard_mismatch,Mot bakgrund av de stundande höjda omräkningstalen är det emellertid viktigt att Moderaterna prioriterar en sänkning av fastighetsskatten ännu hårdare.,19
4474,och när partierna följt med makten bort har det varit naturligt att människor skapat nya egna plattformar,Dagens partier har inte förmått visa människorna vilken vision som ska leda samhället.,och när partierna följt med makten bort har det varit naturligt att människor skapat nya egna plattformar,dagens partier har inte förmått visa människorna vilken vision som ska leda samhället,hard_mismatch,Dagens partier har inte förmått visa människorna vilken vision som ska leda samhället.,17
4832,viarage är ett annat företag som tillverkar en liknande tillämpning,Consultings Competence Center,viarage är ett annat företag som tillverkar en liknande tillämpning,consultings competence center,hard_mismatch,Consultings Competence Center,10
4637,vi måste till och med ange femton tusen års marginal för deras existens,Försök att tänka dig hur länge sedan detta är.,vi måste till och med ange femton tusen års marginal för deras existens,försök att tänka dig hur länge sedan detta är,hard_mismatch,Försök att tänka dig hur länge sedan detta är.,13
5119,teleplan säljs till guide datakonsult och bure,I dessa fall finns det intressanta lösningar.,teleplan säljs till guide datakonsult och bure,i dessa fall finns det intressanta lösningar,hard_mismatch,I dessa fall finns det intressanta lösningar.,7
4493,men ett samhälle bygger på medlemmar,och människorna är själva på väg att medverka till den förändringen.,men ett samhälle bygger på medlemmar,och människorna är själva på väg att medverka till den förändringen,hard_mismatch,och människorna är själva på väg att medverka till den förändringen.,10
4894,microsoft i rättssalen de senaste två åren,Sedan ska företaget fördubblas en gång till.,microsoft i rättssalen de senaste två åren,sedan ska företaget fördubblas en gång till,hard_mismatch,Sedan ska företaget fördubblas en gång till.,7
4697,det kan röra sig om text eller grafiska illustrationer,"Faller det ena, faller det andra",det kan röra sig om text eller grafiska illustrationer,faller det ena faller det andra,hard_mismatch,"Faller det ena, faller det andra",9
5172,vi gör industrin en tjänst,Idag är risken att du blir av med datorn mycket mindre.,vi gör industrin en tjänst,idag är risken att du blir av med datorn mycket mindre,hard_mismatch,Idag är risken att du blir av med datorn mycket mindre.,11
4502,ett land där regioner bygder och människor blir herrar i sitt eget hus,Man kan själv besluta om de villkor som är viktiga för människorna i ett område eller en byggd.,ett land där regioner bygder och människor blir herrar i sitt eget hus,man kan själv besluta om de villkor som är viktiga för människorna i ett område eller en byggd,hard_mismatch,Man kan själv besluta om de villkor som är viktiga för människorna i ett område eller en byggd.,17
4212,när det varit helt uppenbart att det handlat om oförsvarliga krediter har lagstiftningen ändå inte räckt till för att ställa ansvariga inför rätta,En skärpt lagstiftning riktad mot banker och liknande långivare bör komma till stånd.,när det varit helt uppenbart att det handlat om oförsvarliga krediter har lagstiftningen ändå inte räckt till för att ställa ansvariga inför rätta,en skärpt lagstiftning riktad mot banker och liknande långivare bör komma till stånd,hard_mismatch,En skärpt lagstiftning riktad mot banker och liknande långivare bör komma till stånd.,22
